month,country_code,channel_id,plan_id,subs_start,new_subs,reactivated_subs,expansion_subs,contraction_subs,subs_end,mrr_start,mrr_new,mrr_reactivation,mrr_expansion,mrr_contraction,mrr_fx,churned_voluntary_subs,mrr_churn_voluntary,churned_involuntary_subs,mrr_churn_involuntary,churned_refund_subs,mrr_churn_refund,churned_chargeback_subs,mrr_churn_chargeback,mrr_end,mrr_net_new
2024-01,US,CH07,P1M,72,81,0,1,0,121,879.51,992.63,0.0,2.83,0.0,0.0,23,-281.86,4,-49.02,5,-61.27,0,0.0,1482.82,603.31
2024-01,US,CH07,P3M,45,13,0,0,1,52,426.93,122.52,0.0,0.0,-2.83,0.0,4,-37.7,1,-9.42,1,-9.42,0,0.0,490.08,63.14
2024-01,US,CH07,P12M,39,22,0,0,1,61,226.99,124.32,0.0,0.0,-6.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,344.71,117.72
2024-01,US,CH08,P1M,142,122,0,0,0,182,1740.17,1495.08,0.0,0.0,0.0,0.0,73,-894.59,8,-98.04,1,-12.25,0,0.0,2230.36,490.19
2024-01,US,CH08,P3M,60,35,0,0,1,81,568.3,329.86,0.0,0.0,-2.83,0.0,13,-122.52,0,0.0,1,-9.42,0,0.0,763.39,195.08
2024-01,US,CH08,P12M,96,44,0,0,0,139,542.49,248.64,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.65,0,0.0,785.48,242.99
2024-01,US,CH09,P1M,57,62,0,0,0,97,698.52,759.79,0.0,0.0,0.0,0.0,18,-220.58,2,-24.51,2,-24.51,0,0.0,1188.71,490.19
2024-01,US,CH09,P3M,25,12,0,0,0,33,235.61,113.09,0.0,0.0,0.0,0.0,3,-28.27,0,0.0,1,-9.42,0,0.0,311.01,75.4
2024-01,US,CH09,P12M,61,18,0,0,1,79,351.31,101.72,0.0,0.0,-6.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,446.42,95.11
2024-01,GB,CH01,P1M,99,63,0,1,0,120,1358.92,866.79,0.0,3.18,0.0,0.0,35,-481.55,2,-27.52,5,-68.79,0,0.0,1651.03,292.11
2024-01,GB,CH01,P3M,41,18,0,0,3,51,443.36,190.46,0.0,0.0,-9.53,0.0,6,-63.49,1,-10.58,1,-10.58,0,0.0,539.63,96.28
2024-01,GB,CH01,P12M,57,29,0,0,1,85,365.87,183.99,0.0,0.0,-4.24,0.0,0,0.0,0,0.0,1,-6.34,0,0.0,539.27,173.41
2024-01,GB,CH02,P1M,62,46,0,0,0,79,853.03,632.89,0.0,0.0,0.0,0.0,24,-330.21,2,-27.52,3,-41.28,0,0.0,1086.93,233.9
2024-01,GB,CH02,P3M,22,10,0,0,0,28,232.78,105.81,0.0,0.0,0.0,0.0,3,-31.74,1,-10.58,0,0.0,0,0.0,296.27,63.49
2024-01,GB,CH02,P12M,33,13,0,0,2,46,221.02,82.48,0.0,0.0,-11.65,0.0,0,0.0,0,0.0,0,0.0,0,0.0,291.84,70.83
2024-01,GB,CH03,P1M,42,21,0,0,0,49,577.86,288.93,0.0,0.0,0.0,0.0,12,-165.1,0,0.0,2,-27.52,0,0.0,674.17,96.31
2024-01,GB,CH03,P3M,16,9,0,0,1,21,172.47,95.23,0.0,0.0,-3.18,0.0,3,-31.74,1,-10.58,0,0.0,0,0.0,222.2,49.73
2024-01,GB,CH03,P12M,12,12,0,0,1,24,83.55,76.13,0.0,0.0,-7.41,0.0,0,0.0,0,0.0,0,0.0,0,0.0,152.27,68.72
2024-01,GB,CH04,P1M,5,3,0,0,0,7,68.79,41.28,0.0,0.0,0.0,0.0,1,-13.76,0,0.0,0,0.0,0,0.0,96.31,27.52
2024-01,GB,CH04,P3M,0,2,0,0,0,2,0.0,21.16,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21.16,21.16
2024-01,GB,CH04,P12M,2,2,0,0,0,4,12.69,12.69,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25.38,12.69
2024-01,GB,CH05,P1M,51,34,0,0,0,69,701.69,467.79,0.0,0.0,0.0,0.0,10,-137.59,4,-55.03,2,-27.52,0,0.0,949.34,247.65
2024-01,GB,CH05,P3M,27,12,0,0,1,34,288.87,126.97,0.0,0.0,-3.18,0.0,5,-52.91,0,0.0,0,0.0,0,0.0,359.76,70.89
2024-01,GB,CH05,P12M,24,12,0,0,0,35,152.27,76.13,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-6.34,0,0.0,222.05,69.79
2024-01,GB,CH06,P1M,39,30,0,0,0,54,536.58,412.76,0.0,0.0,0.0,0.0,12,-165.1,2,-27.52,1,-13.76,0,0.0,742.96,206.38
2024-01,GB,CH06,P3M,14,12,0,0,0,22,148.14,126.97,0.0,0.0,0.0,0.0,3,-31.74,0,0.0,1,-10.58,0,0.0,232.78,84.65
2024-01,GB,CH06,P12M,24,13,0,0,0,37,152.27,82.48,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,234.74,82.48
2024-01,GB,CH07,P1M,23,18,0,0,0,32,316.45,247.65,0.0,0.0,0.0,0.0,5,-68.79,3,-41.28,1,-13.76,0,0.0,440.27,123.83
2024-01,GB,CH07,P3M,12,7,0,0,1,19,130.15,74.07,0.0,0.0,-3.18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,201.04,70.89
2024-01,GB,CH07,P12M,17,6,0,0,1,23,115.27,38.07,0.0,0.0,-7.41,0.0,0,0.0,0,0.0,0,0.0,0,0.0,145.92,30.65
2024-01,GB,CH08,P1M,31,22,0,0,0,36,426.52,302.69,0.0,0.0,0.0,0.0,14,-192.62,1,-13.76,2,-27.52,0,0.0,495.31,68.79
2024-01,GB,CH08,P3M,15,8,0,0,0,18,158.72,84.65,0.0,0.0,0.0,0.0,4,-42.32,0,0.0,1,-10.58,0,0.0,190.46,31.74
2024-01,GB,CH08,P12M,16,6,0,0,0,22,101.51,38.07,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,139.58,38.07
2024-01,GB,CH09,P1M,17,18,0,0,0,25,233.9,247.65,0.0,0.0,0.0,0.0,9,-123.83,0,0.0,1,-13.76,0,0.0,343.96,110.07
2024-01,GB,CH09,P3M,10,3,0,0,0,12,105.81,31.74,0.0,0.0,0.0,0.0,1,-10.58,0,0.0,0,0.0,0,0.0,126.97,21.16
2024-01,GB,CH09,P12M,7,6,0,0,0,13,44.41,38.07,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82.48,38.07
2024-01,DE,CH01,P1M,77,70,0,0,0,117,917.02,833.65,0.0,0.0,0.0,0.0,24,-285.82,3,-35.73,3,-35.73,0,0.0,1393.39,476.37
2024-01,DE,CH01,P3M,48,11,0,0,0,51,439.63,100.75,0.0,0.0,0.0,0.0,8,-73.27,0,0.0,0,0.0,0,0.0,467.1,27.48
2024-01,DE,CH01,P12M,42,31,0,0,2,72,243.49,170.24,0.0,0.0,-12.84,0.0,0,0.0,0,0.0,1,-5.49,0,0.0,395.4,151.91
2024-01,DE,CH02,P1M,53,39,0,0,0,63,631.19,464.46,0.0,0.0,0.0,0.0,26,-309.64,2,-23.82,1,-11.91,0,0.0,750.29,119.09
2024-01,DE,CH02,P3M,27,14,0,0,0,36,247.29,128.22,0.0,0.0,0.0,0.0,3,-27.48,2,-18.32,0,0.0,0,0.0,329.72,82.43
2024-01,DE,CH02,P12M,34,18,0,0,0,50,186.72,98.85,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2,-10.98,0,0.0,274.58,87.87
2024-01,DE,CH03,P1M,40,29,0,0,0,50,476.37,345.37,0.0,0.0,0.0,0.0,14,-166.73,3,-35.73,2,-23.82,0,0.0,595.47,119.09
2024-01,DE,CH03,P3M,25,8,0,0,0,32,228.97,73.27,0.0,0.0,0.0,0.0,1,-9.16,0,0.0,0,0.0,0,0.0,293.08,64.11
2024-01,DE,CH03,P12M,16,10,0,0,0,26,87.87,54.92,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,142.78,54.92
2024-01,DE,CH04,P1M,8,12,0,0,0,16,95.27,142.91,0.0,0.0,0.0,0.0,4,-47.64,0,0.0,0,0.0,0,0.0,190.55,95.27
2024-01,DE,CH04,P3M,7,0,0,0,0,5,64.11,0.0,0.0,0.0,0.0,0.0,2,-18.32,0,0.0,0,0.0,0,0.0,45.79,-18.32
2024-01,DE,CH04,P12M,4,3,0,0,0,7,21.97,16.48,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.44,16.48
2024-01,DE,CH05,P1M,27,26,0,0,0,44,321.55,309.64,0.0,0.0,0.0,0.0,5,-59.55,2,-23.82,2,-23.82,0,0.0,524.01,202.46
2024-01,DE,CH05,P3M,20,6,0,0,0,23,183.18,54.95,0.0,0.0,0.0,0.0,3,-27.48,0,0.0,0,0.0,0,0.0,210.65,27.48
2024-01,DE,CH05,P12M,19,12,0,0,0,31,104.34,65.9,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,170.24,65.9
2024-01,DE,CH06,P1M,30,33,0,0,0,53,357.28,393.01,0.0,0.0,0.0,0.0,7,-83.37,2,-23.82,1,-11.91,0,0.0,631.19,273.91
2024-01,DE,CH06,P3M,18,8,0,0,1,22,167.61,73.27,0.0,0.0,-2.75,0.0,3,-27.48,0,0.0,1,-9.16,0,0.0,201.5,33.89
2024-01,DE,CH06,P12M,25,8,0,0,0,32,137.29,43.93,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.49,0,0.0,175.73,38.44
2024-01,DE,CH07,P1M,17,12,0,0,0,22,202.46,142.91,0.0,0.0,0.0,0.0,5,-59.55,2,-23.82,0,0.0,0,0.0,262.01,59.55
2024-01,DE,CH07,P3M,10,4,0,0,0,12,91.59,36.64,0.0,0.0,0.0,0.0,2,-18.32,0,0.0,0,0.0,0,0.0,109.91,18.32
2024-01,DE,CH07,P12M,9,11,0,0,0,19,49.43,60.41,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.49,0,0.0,104.34,54.92
2024-01,DE,CH08,P1M,41,30,0,0,0,46,488.28,357.28,0.0,0.0,0.0,0.0,20,-238.19,3,-35.73,2,-23.82,0,0.0,547.83,59.55
2024-01,DE,CH08,P3M,16,9,0,0,0,20,146.54,82.43,0.0,0.0,0.0,0.0,5,-45.79,0,0.0,0,0.0,0,0.0,183.18,36.64
2024-01,DE,CH08,P12M,16,9,0,0,0,25,87.87,49.43,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,137.29,49.43
2024-01,DE,CH09,P1M,16,13,0,1,0,21,187.8,154.82,0.0,2.75,0.0,0.0,6,-71.46,0,0.0,2,-23.82,0,0.0,250.1,62.3
2024-01,DE,CH09,P3M,13,7,0,0,0,19,119.07,64.11,0.0,0.0,0.0,0.0,1,-9.16,0,0.0,0,0.0,0,0.0,174.02,54.95
2024-01,DE,CH09,P12M,13,6,0,0,0,19,71.39,32.95,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,104.34,32.95
2024-01,FR,CH01,P1M,41,32,0,0,0,51,484.21,377.92,0.0,0.0,0.0,0.0,14,-165.34,7,-82.67,1,-11.81,0,0.0,602.31,118.1
2024-01,FR,CH01,P3M,15,9,0,0,0,22,136.24,81.74,0.0,0.0,0.0,0.0,1,-9.08,0,0.0,1,-9.08,0,0.0,199.82,63.58
2024-01,FR,CH01,P12M,24,13,0,0,0,36,130.7,70.8,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.45,0,0.0,196.05,65.35
2024-01,FR,CH02,P1M,41,24,0,0,0,54,484.21,283.44,0.0,0.0,0.0,0.0,8,-94.48,3,-35.43,0,0.0,0,0.0,637.74,153.53
2024-01,FR,CH02,P3M,10,11,0,0,1,20,93.55,99.91,0.0,0.0,-2.73,0.0,0,0.0,0,0.0,1,-9.08,0,0.0,181.65,88.1
2024-01,FR,CH02,P12M,20,12,0,0,0,31,108.92,65.35,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.45,0,0.0,168.82,59.9
2024-01,FR,CH03,P1M,23,9,0,0,0,21,271.63,106.29,0.0,0.0,0.0,0.0,9,-106.29,2,-23.62,0,0.0,0,0.0,248.01,-23.62
2024-01,FR,CH03,P3M,8,5,0,0,0,13,72.66,45.41,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,118.07,45.41
2024-01,FR,CH03,P12M,9,4,0,0,2,13,59.01,21.78,0.0,0.0,-10.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,70.8,11.78
2024-01,FR,CH05,P1M,13,13,0,0,0,19,153.53,153.53,0.0,0.0,0.0,0.0,7,-82.67,0,0.0,0,0.0,0,0.0,224.39,70.86
2024-01,FR,CH05,P3M,5,3,0,0,0,8,45.41,27.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72.66,27.25
2024-01,FR,CH05,P12M,8,5,0,0,0,13,43.57,27.23,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,70.8,27.23
2024-01,FR,CH06,P1M,26,19,0,1,0,38,304.33,224.39,0.0,2.73,0.0,0.0,6,-70.86,1,-11.81,0,0.0,0,0.0,448.78,144.45
2024-01,FR,CH06,P3M,4,5,0,0,0,9,36.33,45.41,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,81.74,45.41
2024-01,FR,CH06,P12M,26,8,0,0,0,33,141.59,43.57,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.45,0,0.0,179.71,38.12
2024-01,FR,CH07,P1M,8,11,0,0,0,15,94.48,129.91,0.0,0.0,0.0,0.0,3,-35.43,0,0.0,1,-11.81,0,0.0,177.15,82.67
2024-01,FR,CH07,P3M,5,4,0,0,0,8,45.41,36.33,0.0,0.0,0.0,0.0,1,-9.08,0,0.0,0,0.0,0,0.0,72.66,27.25
2024-01,FR,CH07,P12M,7,1,0,0,0,8,38.12,5.45,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43.57,5.45
2024-01,FR,CH08,P1M,14,10,0,0,0,19,165.34,118.1,0.0,0.0,0.0,0.0,5,-59.05,0,0.0,0,0.0,0,0.0,224.39,59.05
2024-01,FR,CH08,P3M,7,4,0,0,0,9,63.58,36.33,0.0,0.0,0.0,0.0,1,-9.08,0,0.0,1,-9.08,0,0.0,81.74,18.17
2024-01,FR,CH08,P12M,10,5,0,0,0,15,54.46,27.23,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,81.69,27.23
2024-01,FR,CH09,P1M,7,7,0,0,0,9,82.67,82.67,0.0,0.0,0.0,0.0,4,-47.24,0,0.0,1,-11.81,0,0.0,106.29,23.62
2024-01,FR,CH09,P3M,3,4,0,0,0,7,27.25,36.33,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63.58,36.33
2024-01,FR,CH09,P12M,7,4,0,0,0,11,38.12,21.78,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,59.9,21.78
2024-01,CA,CH01,P1M,41,33,0,0,0,54,471.32,379.35,0.0,0.0,0.0,0.0,16,-183.93,4,-45.98,0,0.0,0,0.0,620.76,149.44
2024-01,CA,CH01,P3M,17,19,0,0,0,32,150.29,167.97,0.0,0.0,0.0,0.0,2,-17.68,1,-8.84,1,-8.84,0,0.0,282.9,132.61
2024-01,CA,CH01,P12M,25,13,0,0,0,37,132.52,68.91,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.3,0,0.0,196.13,63.61
2024-01,CA,CH02,P1M,26,20,0,0,0,32,298.88,229.91,0.0,0.0,0.0,0.0,11,-126.45,2,-22.99,1,-11.5,0,0.0,367.86,68.97
2024-01,CA,CH02,P3M,9,8,0,0,0,17,79.57,70.73,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,150.29,70.73
2024-01,CA,CH02,P12M,19,13,0,0,1,31,104.26,68.91,0.0,0.0,-3.54,0.0,0,0.0,0,0.0,1,-5.3,0,0.0,164.33,60.07
2024-01,CA,CH03,P1M,24,20,0,0,0,35,275.89,229.91,0.0,0.0,0.0,0.0,8,-91.96,1,-11.5,0,0.0,0,0.0,402.35,126.45
2024-01,CA,CH03,P3M,9,3,0,0,1,12,82.22,26.52,0.0,0.0,-2.65,0.0,0,0.0,0,0.0,0,0.0,0,0.0,106.09,23.87
2024-01,CA,CH03,P12M,8,4,0,0,0,12,42.41,21.2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63.61,21.2
2024-01,CA,CH04,P1M,3,3,0,0,0,5,34.49,34.49,0.0,0.0,0.0,0.0,1,-11.5,0,0.0,0,0.0,0,0.0,57.48,22.99
2024-01,CA,CH04,P3M,0,1,0,0,0,1,0.0,8.84,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.84,8.84
2024-01,CA,CH04,P12M,0,1,0,0,0,1,0.0,5.3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.3,5.3
2024-01,CA,CH05,P1M,20,18,0,0,0,32,229.91,206.92,0.0,0.0,0.0,0.0,4,-45.98,1,-11.5,1,-11.5,0,0.0,367.86,137.95
2024-01,CA,CH05,P3M,6,5,0,0,0,10,53.04,44.2,0.0,0.0,0.0,0.0,1,-8.84,0,0.0,0,0.0,0,0.0,88.41,35.36
2024-01,CA,CH05,P12M,8,4,0,0,0,12,42.41,21.2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63.61,21.2
2024-01,CA,CH06,P1M,17,19,0,0,0,29,195.42,218.42,0.0,0.0,0.0,0.0,5,-57.48,1,-11.5,1,-11.5,0,0.0,333.37,137.95
2024-01,CA,CH06,P3M,3,8,0,0,0,10,26.52,70.73,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-8.84,0,0.0,88.41,61.88
2024-01,CA,CH06,P12M,10,5,0,0,0,15,53.01,26.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79.51,26.5
2024-01,CA,CH07,P1M,15,9,0,0,0,19,172.43,103.46,0.0,0.0,0.0,0.0,4,-45.98,1,-11.5,0,0.0,0,0.0,218.42,45.98
2024-01,CA,CH07,P3M,4,5,0,0,0,9,35.36,44.2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79.57,44.2
2024-01,CA,CH07,P12M,9,8,0,0,0,16,47.71,42.41,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.3,0,0.0,84.81,37.11
2024-01,CA,CH08,P1M,19,15,0,0,0,21,218.42,172.43,0.0,0.0,0.0,0.0,12,-137.95,1,-11.5,0,0.0,0,0.0,241.41,22.99
2024-01,CA,CH08,P3M,9,7,0,0,0,15,79.57,61.88,0.0,0.0,0.0,0.0,1,-8.84,0,0.0,0,0.0,0,0.0,132.61,53.04
2024-01,CA,CH08,P12M,12,6,0,0,0,18,63.61,31.81,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,95.42,31.81
2024-01,CA,CH09,P1M,7,4,0,0,0,8,80.47,45.98,0.0,0.0,0.0,0.0,1,-11.5,2,-22.99,0,0.0,0,0.0,91.96,11.5
2024-01,CA,CH09,P3M,2,8,0,0,0,10,17.68,70.73,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,88.41,70.73
2024-01,CA,CH09,P12M,11,5,0,0,0,16,58.31,26.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,84.81,26.5
2024-01,AU,CH01,P1M,30,33,0,0,0,52,354.27,389.7,0.0,0.0,0.0,0.0,8,-94.47,2,-23.62,1,-11.81,0,0.0,614.07,259.8
2024-01,AU,CH01,P3M,15,8,0,0,0,22,136.23,72.65,0.0,0.0,0.0,0.0,1,-9.08,0,0.0,0,0.0,0,0.0,199.8,63.57
2024-01,AU,CH01,P12M,25,9,0,0,0,33,136.14,49.01,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.45,0,0.0,179.7,43.56
2024-01,AU,CH02,P1M,30,23,0,0,0,45,354.27,271.61,0.0,0.0,0.0,0.0,6,-70.85,1,-11.81,1,-11.81,0,0.0,531.41,177.14
2024-01,AU,CH02,P3M,9,4,0,0,0,11,81.74,36.33,0.0,0.0,0.0,0.0,1,-9.08,0,0.0,1,-9.08,0,0.0,99.9,18.16
2024-01,AU,CH02,P12M,15,7,0,0,0,21,81.68,38.12,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.45,0,0.0,114.35,32.67
2024-01,AU,CH03,P1M,13,10,0,0,0,16,153.52,118.09,0.0,0.0,0.0,0.0,5,-59.05,1,-11.81,1,-11.81,0,0.0,188.95,35.43
2024-01,AU,CH03,P3M,9,3,0,0,0,11,81.74,27.25,0.0,0.0,0.0,0.0,1,-9.08,0,0.0,0,0.0,0,0.0,99.9,18.16
2024-01,AU,CH03,P12M,4,4,0,0,0,7,21.78,21.78,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.45,0,0.0,38.12,16.34
2024-01,AU,CH04,P1M,1,1,0,0,0,2,11.81,11.81,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23.62,11.81
2024-01,AU,CH04,P12M,0,1,0,0,0,1,0.0,5.45,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.45,5.45
2024-01,AU,CH05,P1M,15,8,0,0,0,15,177.14,94.47,0.0,0.0,0.0,0.0,6,-70.85,2,-23.62,0,0.0,0,0.0,177.14,0.0
2024-01,AU,CH05,P3M,6,11,0,0,0,16,54.49,99.9,0.0,0.0,0.0,0.0,1,-9.08,0,0.0,0,0.0,0,0.0,145.31,90.82
2024-01,AU,CH05,P12M,4,3,0,0,0,7,21.78,16.34,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.12,16.34
2024-01,AU,CH06,P1M,22,19,0,0,0,33,259.8,224.37,0.0,0.0,0.0,0.0,8,-94.47,0,0.0,0,0.0,0,0.0,389.7,129.9
2024-01,AU,CH06,P3M,8,3,0,0,1,8,75.38,27.25,0.0,0.0,-2.73,0.0,2,-18.16,0,0.0,1,-9.08,0,0.0,72.65,-2.73
2024-01,AU,CH06,P12M,8,5,0,0,0,13,43.56,27.23,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,70.79,27.23
2024-01,AU,CH07,P1M,8,10,0,0,0,15,94.47,118.09,0.0,0.0,0.0,0.0,3,-35.43,0,0.0,0,0.0,0,0.0,177.14,82.66
2024-01,AU,CH07,P3M,2,4,0,0,0,6,18.16,36.33,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.49,36.33
2024-01,AU,CH07,P12M,4,2,0,0,0,6,21.78,10.89,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32.67,10.89
2024-01,AU,CH08,P1M,14,9,0,0,0,14,165.33,106.28,0.0,0.0,0.0,0.0,9,-106.28,0,0.0,0,0.0,0,0.0,165.33,0.0
2024-01,AU,CH08,P3M,4,2,0,0,0,5,36.33,18.16,0.0,0.0,0.0,0.0,1,-9.08,0,0.0,0,0.0,0,0.0,45.41,9.08
2024-01,AU,CH08,P12M,4,4,0,0,0,8,21.78,21.78,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43.56,21.78
2024-01,AU,CH09,P1M,15,12,0,0,0,20,177.14,141.71,0.0,0.0,0.0,0.0,6,-70.85,0,0.0,1,-11.81,0,0.0,236.18,59.05
2024-01,AU,CH09,P3M,3,0,0,0,0,1,27.25,0.0,0.0,0.0,0.0,0.0,2,-18.16,0,0.0,0,0.0,0,0.0,9.08,-18.16
2024-01,AU,CH09,P12M,7,7,0,0,0,14,38.12,38.12,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,76.24,38.12
