month,country_code,plan_id,subscription_revenue_recognized_usd,refund_chargeback_reversals_usd
2024-10,IT,P12M,2789.76,-5.35
2024-10,PL,P1M,2820.31,-58.22
2024-10,PL,P3M,1224.34,-0.0
2024-10,PL,P12M,1833.12,-10.62
2024-10,JP,P1M,2302.77,-47.24
2024-10,JP,P3M,917.26,-0.0
2024-10,JP,P12M,1579.18,-21.78
2024-10,BR,P1M,3983.6,-111.34
2024-10,BR,P3M,1845.77,-28.54
2024-10,BR,P12M,3839.3,-39.93
2024-10,MX,P1M,2855.56,-78.39
2024-10,MX,P3M,1386.54,-25.84
2024-10,MX,P12M,2834.92,-25.82
2024-10,IN,P1M,2509.93,-66.05
2024-10,IN,P3M,1286.85,-8.47
2024-10,IN,P12M,2172.64,-0.0
2024-10,ROW,P1M,10948.71,-346.4
2024-10,ROW,P3M,5603.91,-9.51
2024-10,ROW,P12M,10987.37,-34.23
2024-11,US,P1M,62621.6,-1470.57
2024-11,US,P3M,26935.3,-348.71
2024-11,US,P12M,40251.67,-265.59
2024-11,GB,P1M,15830.75,-597.7
2024-11,GB,P3M,6910.26,-54.07
2024-11,GB,P12M,10032.62,-57.58
2024-11,DE,P1M,12891.68,-326.97
2024-11,DE,P3M,5145.5,-54.45
2024-11,DE,P12M,8516.31,-48.43
2024-11,FR,P1M,7088.3,-185.28
2024-11,FR,P3M,3052.86,-27.0
2024-11,FR,P12M,4841.76,-26.8
2024-11,CA,P1M,7311.19,-149.44
2024-11,CA,P3M,3368.31,-61.88
2024-11,CA,P12M,4680.68,-26.5
2024-11,AU,P1M,6601.28,-141.71
2024-11,AU,P3M,2851.69,-45.41
2024-11,AU,P12M,3708.35,-49.01
2024-11,NL,P1M,4016.98,-69.63
2024-11,NL,P3M,1691.6,-18.0
2024-11,NL,P12M,2597.51,-26.85
2024-11,CH,P1M,2324.81,-64.19
2024-11,CH,P3M,1099.87,-20.15
2024-11,CH,P12M,1942.41,-5.89
2024-11,SE,P1M,2297.71,-33.7
2024-11,SE,P3M,1102.66,-0.0
2024-11,SE,P12M,1629.67,-5.09
2024-11,ES,P1M,4758.75,-92.45
2024-11,ES,P3M,2110.07,-0.0
2024-11,ES,P12M,3079.92,-36.84
2024-11,IT,P1M,4685.79,-148.58
2024-11,IT,P3M,1968.78,-26.56
2024-11,IT,P12M,3193.97,-20.88
2024-11,PL,P1M,3143.37,-79.44
2024-11,PL,P3M,1394.84,-0.0
2024-11,PL,P12M,2074.52,-10.35
2024-11,JP,P1M,2468.1,-47.24
2024-11,JP,P3M,1144.31,-9.08
2024-11,JP,P12M,1862.35,-0.0
2024-11,BR,P1M,4292.89,-61.86
2024-11,BR,P3M,2093.14,-19.03
2024-11,BR,P12M,4364.14,-28.52
2024-11,MX,P1M,3213.91,-78.39
2024-11,MX,P3M,1550.17,-25.84
2024-11,MX,P12M,3206.72,-25.82
2024-11,IN,P1M,2807.16,-44.03
2024-11,IN,P3M,1456.17,-16.93
2024-11,IN,P12M,2533.06,-10.15
2024-11,ROW,P1M,12680.71,-358.77
2024-11,ROW,P3M,6241.37,-19.03
2024-11,ROW,P12M,12550.48,-51.34
2024-12,US,P1M,64925.49,-1593.11
2024-12,US,P3M,29206.61,-395.83
2024-12,US,P12M,44049.1,-310.8
2024-12,GB,P1M,16569.29,-466.34
2024-12,GB,P3M,7563.26,-127.04
2024-12,GB,P12M,11033.73,-88.8
2024-12,DE,P1M,13270.32,-368.21
2024-12,DE,P3M,5859.67,-79.94
2024-12,DE,P12M,9252.61,-84.86
2024-12,FR,P1M,7453.4,-205.66
2024-12,FR,P3M,3216.15,-52.85
2024-12,FR,P12M,5245.58,-21.07
2024-12,CA,P1M,7794.0,-160.94
2024-12,CA,P3M,3492.08,-8.84
2024-12,CA,P12M,5163.06,-21.2
2024-12,AU,P1M,6802.04,-165.33
2024-12,AU,P3M,2997.0,-36.33
2024-12,AU,P12M,4127.65,-54.45
2024-12,NL,P1M,4039.05,-113.15
2024-12,NL,P3M,1793.99,-26.21
2024-12,NL,P12M,2805.69,-31.28
2024-12,CH,P1M,2506.1,-139.25
2024-12,CH,P3M,1229.62,-9.69
2024-12,CH,P12M,2207.07,-17.42
2024-12,SE,P1M,2494.0,-65.81
2024-12,SE,P3M,1101.29,-0.0
2024-12,SE,P12M,1762.51,-10.04
2024-12,ES,P1M,5186.64,-135.33
2024-12,ES,P3M,2121.41,-17.3
2024-12,ES,P12M,3389.7,-5.19
2024-12,IT,P1M,4876.32,-168.34
2024-12,IT,P3M,2139.38,-8.58
2024-12,IT,P12M,3505.94,-20.73
2024-12,PL,P1M,3309.3,-77.95
2024-12,PL,P3M,1497.44,-8.51
2024-12,PL,P12M,2240.07,-5.1
2024-12,JP,P1M,2668.85,-59.05
2024-12,JP,P3M,1289.62,-9.08
2024-12,JP,P12M,1987.59,-5.45
2024-12,BR,P1M,4676.4,-148.46
2024-12,BR,P3M,2397.6,-28.54
2024-12,BR,P12M,4849.05,-28.52
2024-12,MX,P1M,3449.07,-78.39
2024-12,MX,P3M,1782.7,-0.0
2024-12,MX,P12M,3501.05,-15.49
2024-12,IN,P1M,3137.42,-55.04
2024-12,IN,P3M,1540.83,-33.86
2024-12,IN,P12M,2715.81,-35.53
2024-12,ROW,P1M,13076.6,-210.31
2024-12,ROW,P3M,6774.17,-47.57
2024-12,ROW,P12M,13697.13,-96.98
2025-01,US,P1M,67217.12,-1948.5
2025-01,US,P3M,30912.45,-386.41
2025-01,US,P12M,47032.8,-339.06
2025-01,GB,P1M,16858.42,-470.49
2025-01,GB,P3M,7631.9,-62.7
2025-01,GB,P12M,11643.75,-81.07
2025-01,DE,P1M,13354.27,-306.18
2025-01,DE,P3M,6010.97,-104.92
2025-01,DE,P12M,9774.46,-68.12
2025-01,FR,P1M,9187.18,-146.07
2025-01,FR,P3M,3617.65,-34.47
2025-01,FR,P12M,6026.95,-57.22
2025-01,CA,P1M,8046.9,-218.42
2025-01,CA,P3M,3642.37,-61.88
2025-01,CA,P12M,5523.52,-53.01
2025-01,AU,P1M,6813.85,-141.71
2025-01,AU,P3M,3369.35,-72.65
2025-01,AU,P12M,4476.16,-43.56
2025-01,NL,P1M,4311.18,-89.31
2025-01,NL,P3M,1914.4,-8.55
2025-01,NL,P12M,2970.07,-25.62
2025-01,CH,P1M,2574.51,-37.62
2025-01,CH,P3M,1281.21,-19.37
2025-01,CH,P12M,2285.75,-5.74
2025-01,SE,P1M,2602.88,-107.96
