month,country_code,txn_type,product_id,transactions,gross_usd,tax_usd,net_usd,processing_fees_usd
2024-01,GB,Renewal,P1M,233,3846.83,641.14,3205.77,278.98
2024-01,GB,Renewal,P3M,24,914.18,152.4,761.85,56.84
2024-01,GB,Token pack,TP100,24,304.72,50.8,253.92,21.76
2024-01,GB,Token pack,TP1300,6,762.53,127.08,635.45,33.18
2024-01,GB,Token pack,TP275,13,412.88,68.77,344.11,25.68
2024-01,GB,Token pack,TP2800,6,1525.13,254.17,1270.93,75.46
2024-01,GB,Token pack,TP600,10,635.37,105.9,529.5,35.54
2024-01,IN,New subscription,P12M,28,2012.64,306.96,1705.68,115.02
2024-01,IN,New subscription,P1M,46,597.54,91.09,506.45,43.46
2024-01,IN,New subscription,P3M,24,719.28,109.69,609.59,48.74
2024-01,IN,Renewal,P12M,2,143.76,21.92,121.84,9.22
2024-01,IN,Renewal,P1M,32,415.68,63.37,352.31,32.78
2024-01,IN,Renewal,P3M,4,119.88,18.28,101.6,5.1
2024-01,IN,Token pack,TP100,2,19.98,3.04,16.94,1.8
2024-01,IN,Token pack,TP275,4,99.96,15.24,84.72,5.77
2024-01,IN,Token pack,TP2800,1,199.99,30.51,169.48,12.3
2024-01,IT,New subscription,P12M,39,3058.39,551.48,2506.92,181.86
2024-01,IT,New subscription,P1M,97,1374.71,247.94,1126.86,100.41
2024-01,IT,New subscription,P3M,33,1079.0,194.59,884.4,67.62
2024-01,IT,Refund - subscription,P12M,1,-78.42,-14.14,-64.28,0.0
2024-01,IT,Refund - subscription,P1M,3,-42.51,-7.68,-34.86,0.0
2024-01,IT,Refund - subscription,P3M,1,-32.7,-5.9,-26.8,0.0
2024-01,IT,Renewal,P12M,1,78.42,14.14,64.28,4.66
2024-01,IT,Renewal,P1M,87,1232.97,222.36,1010.66,90.95
2024-01,IT,Renewal,P3M,9,294.28,53.08,241.2,19.35
2024-01,IT,Token pack,TP100,10,109.0,19.69,89.31,9.5
2024-01,IT,Token pack,TP275,7,190.83,34.43,156.45,12.95
2024-01,IT,Token pack,TP600,2,109.08,19.66,89.4,6.7
2024-01,JP,New subscription,P12M,18,1293.84,117.6,1176.24,68.89
2024-01,JP,New subscription,P1M,48,623.52,56.64,566.88,48.28
2024-01,JP,New subscription,P3M,19,569.43,51.72,517.71,36.6
2024-01,JP,Renewal,P12M,1,71.88,6.53,65.35,4.61
2024-01,JP,Renewal,P1M,28,363.72,33.04,330.68,28.46
2024-01,JP,Renewal,P3M,1,29.97,2.72,27.25,2.1
2024-01,JP,Token pack,TP100,3,29.97,2.73,27.24,1.2
2024-01,JP,Token pack,TP1300,2,199.98,18.18,181.8,12.6
2024-01,JP,Token pack,TP275,1,24.99,2.27,22.72,1.8
2024-01,JP,Token pack,TP600,1,49.99,4.54,45.45,3.3
2024-01,MX,New subscription,P12M,40,2875.2,396.53,2478.67,170.39
2024-01,MX,New subscription,P1M,71,922.29,127.21,795.08,68.68
2024-01,MX,New subscription,P3M,27,809.19,111.59,697.6,50.09
2024-01,MX,Refund - subscription,P12M,1,-71.88,-9.91,-61.97,0.0
2024-01,MX,Refund - subscription,P1M,3,-38.97,-5.37,-33.6,0.0
2024-01,MX,Renewal,P1M,52,675.48,93.16,582.32,49.04
2024-01,MX,Renewal,P3M,5,149.85,20.65,129.2,8.85
2024-01,MX,Token pack,TP100,5,49.95,6.9,43.05,4.5
2024-01,MX,Token pack,TP1300,1,99.99,13.79,86.2,6.3
2024-01,MX,Token pack,TP275,2,49.98,6.9,43.08,3.6
2024-01,MX,Token pack,TP600,3,149.97,20.7,129.27,9.9
2024-01,NL,New subscription,P12M,34,2666.28,462.74,2203.54,141.12
2024-01,NL,New subscription,P1M,76,1077.07,186.96,890.12,78.52
2024-01,NL,New subscription,P3M,20,653.97,113.44,540.43,42.99
2024-01,NL,Refund - subscription,P12M,1,-78.42,-13.61,-64.81,0.0
2024-01,NL,Refund - subscription,P1M,2,-28.34,-4.92,-23.42,0.0
2024-01,NL,Renewal,P12M,1,78.42,13.61,64.81,4.66
2024-01,NL,Renewal,P1M,49,694.39,120.54,573.85,50.77
2024-01,NL,Renewal,P3M,5,163.5,28.35,135.1,7.43
2024-01,NL,Token pack,TP100,10,109.0,18.9,90.1,9.5
2024-01,NL,Token pack,TP1300,1,109.09,18.93,90.16,6.35
2024-01,NL,Token pack,TP275,5,136.31,23.65,112.65,6.37
2024-01,NL,Token pack,TP2800,1,218.19,37.87,180.32,12.35
2024-01,NL,Token pack,TP600,3,163.62,28.41,135.21,7.52
2024-01,PL,New subscription,P12M,26,2038.92,381.2,1657.72,107.27
2024-01,PL,New subscription,P1M,61,864.47,161.65,702.82,66.17
2024-01,PL,New subscription,P3M,16,523.18,97.78,425.3,32.74
2024-01,PL,Refund - subscription,P12M,2,-156.84,-29.32,-127.52,0.0
2024-01,PL,Refund - subscription,P1M,2,-28.34,-5.3,-23.04,0.0
2024-01,PL,Refund - token pack,TP600,1,-54.54,-10.2,-44.34,0.0
2024-01,PL,Renewal,P1M,55,779.44,145.75,633.69,55.72
2024-01,PL,Renewal,P3M,3,98.1,18.33,79.74,6.45
2024-01,PL,Token pack,TP100,8,87.2,16.32,70.88,7.6
2024-01,PL,Token pack,TP275,5,136.3,25.5,110.85,9.25
2024-01,PL,Token pack,TP600,2,109.08,20.4,88.68,6.7
2024-01,ROW,New subscription,P12M,138,9919.44,472.36,9447.08,576.46
2024-01,ROW,New subscription,P1M,227,2948.73,140.43,2808.3,222.93
2024-01,ROW,New subscription,P3M,90,2697.3,128.45,2568.85,165.75
2024-01,ROW,Refund - subscription,P12M,6,-431.28,-20.52,-410.76,0.0
2024-01,ROW,Refund - subscription,P1M,10,-129.9,-6.19,-123.71,0.0
2024-01,ROW,Refund - subscription,P3M,1,-29.97,-1.43,-28.54,0.0
2024-01,ROW,Renewal,P12M,4,287.52,13.68,273.84,14.91
2024-01,ROW,Renewal,P1M,157,2039.43,97.14,1942.29,157.99
2024-01,ROW,Renewal,P3M,18,539.46,25.74,513.72,36.15
2024-01,ROW,Token pack,TP100,14,139.86,6.71,133.15,8.85
2024-01,ROW,Token pack,TP1300,6,599.94,28.56,571.38,37.8
2024-01,ROW,Token pack,TP275,6,149.94,7.14,142.8,9.37
2024-01,ROW,Token pack,TP2800,3,599.97,28.56,571.41,27.6
2024-01,ROW,Token pack,TP600,6,299.94,14.28,285.66,19.8
2024-01,SE,New subscription,P12M,19,1489.98,297.94,1192.04,67.67
2024-01,SE,New subscription,P1M,45,637.7,127.52,510.25,44.41
2024-01,SE,New subscription,P3M,22,719.33,143.88,575.52,45.64
2024-01,SE,Refund - subscription,P12M,2,-156.84,-31.36,-125.48,0.0
2024-01,SE,Refund - subscription,P1M,3,-42.51,-8.5,-34.02,0.0
2024-01,SE,Renewal,P12M,2,156.84,31.36,125.48,9.32
2024-01,SE,Renewal,P1M,38,538.5,107.67,430.88,41.1
2024-01,SE,Renewal,P3M,4,130.8,26.16,104.64,8.6
2024-01,SE,Token pack,TP100,6,65.4,13.08,52.32,3.33
2024-01,SE,Token pack,TP275,4,109.05,21.81,87.24,7.4
2024-01,SE,Token pack,TP600,2,109.08,21.82,87.26,6.7
2024-01,US,New subscription,P12M,458,32921.04,1863.45,31057.59,1918.26
2024-01,US,New subscription,P1M,1144,14860.56,841.16,14019.4,1148.11
2024-01,US,New subscription,P3M,355,10639.35,602.23,10037.12,690.44
2024-01,US,Refund - subscription,P12M,20,-1437.6,-81.4,-1356.2,0.0
2024-01,US,Refund - subscription,P1M,35,-454.65,-25.79,-428.86,0.0
2024-01,US,Refund - subscription,P3M,14,-419.58,-23.75,-395.83,0.0
2024-01,US,Refund - token pack,TP100,3,-29.97,-1.71,-28.26,0.0
2024-01,US,Refund - token pack,TP275,1,-24.99,-1.41,-23.58,0.0
2024-01,US,Renewal,P12M,15,1078.2,61.05,1017.15,58.59
2024-01,US,Renewal,P1M,845,10976.55,621.3,10355.25,836.04
2024-01,US,Renewal,P3M,81,2427.57,137.39,2290.18,161.74
2024-01,US,Token pack,TP100,81,809.19,45.84,763.35,61.65
2024-01,US,Token pack,TP1300,21,2099.79,118.86,1980.93,132.3
2024-01,US,Token pack,TP275,49,1224.51,69.25,1155.26,79.62
2024-01,US,Token pack,TP2800,12,2399.88,135.84,2264.04,138.3
2024-01,US,Token pack,TP600,37,1849.63,104.71,1744.92,101.7
2024-02,AU,Chargeback,P12M,1,-71.88,-6.53,-65.35,25.0
2024-02,AU,Chargeback,P1M,3,-38.97,-3.54,-35.43,75.0
2024-02,AU,New subscription,P12M,48,3450.24,313.6,3136.64,193.13
2024-02,AU,New subscription,P1M,117,1519.83,138.11,1381.72,114.81
2024-02,AU,New subscription,P3M,41,1228.77,111.66,1117.11,84.4
2024-02,AU,Reactivation,P3M,1,29.97,2.72,27.25,2.1
2024-02,AU,Refund - subscription,P12M,4,-287.52,-26.12,-261.4,0.0
2024-02,AU,Refund - subscription,P1M,2,-25.98,-2.36,-23.62,0.0
2024-02,AU,Refund - subscription,P3M,2,-59.94,-5.44,-54.5,0.0
2024-02,AU,Refund - token pack,TP100,1,-9.99,-0.91,-9.08,0.0
2024-02,AU,Renewal,P1M,119,1545.81,140.5,1405.31,124.06
2024-02,AU,Renewal,P3M,6,179.82,16.33,163.49,12.6
2024-02,AU,Token pack,TP100,18,179.82,16.37,163.45,15.45
2024-02,AU,Token pack,TP1300,5,499.95,45.45,454.5,31.5
2024-02,AU,Token pack,TP275,10,249.9,22.7,227.2,16.57
2024-02,AU,Token pack,TP2800,1,199.99,18.18,181.81,12.3
2024-02,AU,Token pack,TP600,5,249.95,22.7,227.25,13.95
2024-02,BR,Chargeback,P1M,2,-25.98,-1.24,-24.74,50.0
2024-02,BR,Chargeback,P3M,1,-29.97,-1.43,-28.54,25.0
2024-02,BR,New subscription,P12M,47,3378.36,160.87,3217.49,192.04
2024-02,BR,New subscription,P1M,99,1286.01,61.26,1224.75,93.61
2024-02,BR,New subscription,P3M,39,1168.83,55.65,1113.18,78.57
2024-02,BR,Reactivation,P12M,2,143.76,6.84,136.92,9.22
2024-02,BR,Reactivation,P1M,2,25.98,1.24,24.74,2.16
2024-02,BR,Refund - subscription,P12M,4,-287.52,-13.68,-273.84,0.0
2024-02,BR,Refund - subscription,P1M,1,-12.99,-0.62,-12.37,0.0
2024-02,BR,Refund - subscription,P3M,2,-59.94,-2.86,-57.08,0.0
2024-02,BR,Renewal,P12M,1,71.88,3.42,68.46,4.61
2024-02,BR,Renewal,P1M,66,857.34,40.9,816.44,60.6
2024-02,BR,Renewal,P3M,6,179.82,8.58,171.24,12.6
2024-02,BR,Token pack,TP100,11,109.89,5.26,104.63,9.9
2024-02,BR,Token pack,TP1300,1,99.99,4.76,95.23,1.5
2024-02,BR,Token pack,TP275,5,124.95,5.95,119.0,9.0
2024-02,BR,Token pack,TP2800,1,199.99,9.52,190.47,12.3
2024-02,CA,Chargeback,P1M,2,-25.98,-2.98,-23.0,50.0
2024-02,CA,New subscription,P12M,67,4815.96,554.09,4261.87,284.33
2024-02,CA,New subscription,P1M,152,1974.48,227.14,1747.34,153.48
2024-02,CA,New subscription,P3M,49,1468.53,168.98,1299.55,92.94
2024-02,CA,Reactivation,P12M,1,71.88,8.27,63.61,4.61
2024-02,CA,Reactivation,P1M,1,12.99,1.49,11.5,1.08
2024-02,CA,Refund - subscription,P12M,1,-71.88,-8.27,-63.61,0.0
2024-02,CA,Refund - subscription,P1M,5,-64.95,-7.46,-57.49,0.0
2024-02,CA,Refund - subscription,P3M,3,-89.91,-10.35,-79.56,0.0
2024-02,CA,Renewal,P12M,1,71.88,8.27,63.61,4.61
2024-02,CA,Renewal,P1M,129,1675.71,192.78,1482.93,133.09
2024-02,CA,Renewal,P3M,9,269.73,31.05,238.68,15.6
2024-02,CA,Token pack,TP100,13,129.87,14.95,114.92,9.45
2024-02,CA,Token pack,TP1300,3,299.97,34.5,265.47,18.9
2024-02,CA,Token pack,TP275,10,249.9,28.71,221.19,15.14
2024-02,CA,Token pack,TP2800,2,399.98,46.02,353.96,24.6
2024-02,CA,Token pack,TP600,4,199.96,23.0,176.96,13.2
2024-02,CH,Chargeback,P1M,1,-14.17,-1.06,-13.11,25.0
2024-02,CH,New subscription,P12M,24,1861.43,139.45,1721.95,100.47
2024-02,CH,New subscription,P1M,46,644.76,48.3,596.46,45.15
2024-02,CH,New subscription,P3M,11,355.73,26.64,329.03,20.14
2024-02,CH,Reactivation,P12M,1,77.56,5.81,71.75,4.62
2024-02,CH,Refund - subscription,P12M,2,-155.12,-11.62,-143.5,0.0
2024-02,CH,Refund - subscription,P1M,5,-70.1,-5.25,-64.85,0.0
2024-02,CH,Renewal,P1M,52,728.88,54.6,674.28,54.6
2024-02,CH,Renewal,P3M,5,161.7,12.1,149.55,9.01
2024-02,CH,Token pack,TP100,2,21.56,1.62,19.94,1.88
2024-02,CH,Token pack,TP275,4,107.85,8.08,99.77,7.33
2024-02,CH,Token pack,TP2800,1,215.79,16.17,199.62,12.22
2024-02,CH,Token pack,TP600,4,215.76,16.16,199.6,13.28
2024-02,DE,Chargeback,P12M,1,-78.42,-12.52,-65.9,25.0
2024-02,DE,Chargeback,P1M,3,-42.51,-6.78,-35.73,75.0
2024-02,DE,Chargeback,P3M,2,-65.4,-10.44,-54.96,50.0
2024-02,DE,New subscription,P12M,106,8221.2,1312.61,6908.62,444.37
2024-02,DE,New subscription,P1M,246,3447.97,550.56,2897.47,264.87
2024-02,DE,New subscription,P3M,91,2942.74,469.85,2472.87,180.56
2024-02,DE,Reactivation,P12M,2,155.12,24.76,130.36,9.24
2024-02,DE,Reactivation,P1M,2,28.04,4.48,23.56,2.24
2024-02,DE,Reactivation,P3M,1,32.34,5.16,27.17,2.13
2024-02,DE,Refund - subscription,P12M,5,-387.8,-61.91,-325.89,0.0
2024-02,DE,Refund - subscription,P1M,12,-168.22,-26.88,-141.36,0.0
2024-02,DE,Refund - subscription,P3M,4,-129.36,-20.65,-108.69,0.0
2024-02,DE,Refund - token pack,TP100,3,-32.34,-5.16,-27.18,0.0
2024-02,DE,Renewal,P12M,8,620.48,99.04,521.44,33.5
2024-02,DE,Renewal,P1M,266,3728.3,595.28,3133.01,280.87
2024-02,DE,Renewal,P3M,26,840.83,134.22,706.49,50.43
2024-02,DE,Token pack,TP100,32,344.96,55.04,289.89,28.61
2024-02,DE,Token pack,TP1300,10,1078.9,172.29,906.61,48.82
2024-02,DE,Token pack,TP275,10,269.61,43.09,226.6,15.45
2024-02,DE,Token pack,TP2800,5,1078.95,172.26,906.69,61.1
2024-02,DE,Token pack,TP600,7,377.58,60.27,317.31,20.73
2024-02,ES,New subscription,P12M,36,2792.13,484.56,2307.55,142.03
2024-02,ES,New subscription,P1M,90,1261.44,218.96,1042.51,94.45
2024-02,ES,New subscription,P3M,30,970.18,168.32,801.82,60.6
2024-02,ES,Reactivation,P1M,1,14.02,2.43,11.58,1.12
2024-02,ES,Refund - subscription,P12M,2,-155.12,-26.92,-128.2,0.0
2024-02,ES,Refund - subscription,P3M,1,-32.34,-5.61,-26.73,0.0
2024-02,ES,Refund - token pack,TP100,1,-10.78,-1.87,-8.91,0.0
2024-02,ES,Renewal,P1M,104,1457.67,253.01,1204.69,108.34
2024-02,ES,Renewal,P3M,9,291.05,50.5,240.55,15.88
2024-02,ES,Token pack,TP100,8,86.24,14.96,71.28,6.76
2024-02,ES,Token pack,TP275,1,26.96,4.68,22.28,1.83
2024-02,ES,Token pack,TP2800,1,215.79,37.45,178.34,12.22
2024-02,ES,Token pack,TP600,2,107.88,18.72,89.16,6.64
2024-02,FR,Chargeback,P12M,1,-78.42,-13.07,-65.35,25.0
2024-02,FR,New subscription,P12M,66,5118.9,853.14,4265.66,263.24
2024-02,FR,New subscription,P1M,130,1822.07,303.67,1518.4,134.75
2024-02,FR,New subscription,P3M,47,1519.9,253.33,1266.57,91.86
2024-02,FR,Reactivation,P12M,1,77.56,12.93,64.63,1.16
2024-02,FR,Reactivation,P1M,3,42.05,7.01,35.04,2.45
2024-02,FR,Reactivation,P3M,1,32.34,5.39,26.95,2.13
2024-02,FR,Refund - subscription,P12M,1,-77.56,-12.93,-64.63,0.0
2024-02,FR,Refund - subscription,P1M,9,-126.16,-21.04,-105.12,0.0
2024-02,FR,Refund - subscription,P3M,2,-64.68,-10.78,-53.9,0.0
2024-02,FR,Refund - token pack,TP275,1,-26.96,-4.49,-22.47,0.0
2024-02,FR,Renewal,P12M,1,77.56,12.93,64.63,4.62
2024-02,FR,Renewal,P1M,154,2158.47,359.75,1798.72,158.91
2024-02,FR,Renewal,P3M,11,355.74,59.29,296.45,23.43
2024-02,FR,Token pack,TP100,18,194.04,32.36,161.68,16.96
2024-02,FR,Token pack,TP1300,7,755.23,125.86,629.37,39.31
2024-02,FR,Token pack,TP275,11,296.59,49.42,247.17,15.87
2024-02,FR,Token pack,TP600,3,161.82,26.97,134.85,9.96
2024-02,GB,Chargeback,P12M,1,-91.36,-15.23,-76.13,25.0
2024-02,GB,Chargeback,P1M,5,-82.55,-13.75,-68.8,125.0
2024-02,GB,Chargeback,P3M,2,-76.18,-12.7,-63.48,50.0
2024-02,GB,New subscription,P12M,108,9804.71,1634.09,8170.59,533.25
2024-02,GB,New subscription,P1M,237,3888.31,648.07,3240.28,273.67
2024-02,GB,New subscription,P3M,82,3103.85,517.34,2586.55,190.08
2024-02,GB,Reactivation,P12M,3,272.34,45.39,226.95,16.02
2024-02,GB,Reactivation,P1M,4,65.64,10.92,54.68,5.0
2024-02,GB,Refund - subscription,P12M,9,-817.03,-136.17,-680.86,0.0
2024-02,GB,Refund - subscription,P1M,6,-98.44,-16.4,-82.03,0.0
2024-02,GB,Refund - subscription,P3M,6,-227.11,-37.85,-189.25,0.0
2024-02,GB,Renewal,P12M,4,363.12,60.52,302.6,21.36
2024-02,GB,Renewal,P1M,279,4577.38,762.9,3814.47,328.26
2024-02,GB,Renewal,P3M,20,757.01,126.19,630.86,46.75
2024-02,GB,Token pack,TP100,30,378.55,63.05,315.36,27.85
2024-02,GB,Token pack,TP1300,8,1010.32,168.4,841.92,58.4
2024-02,GB,Token pack,TP275,20,631.21,105.2,526.01,41.77
2024-02,GB,Token pack,TP2800,6,1515.53,252.6,1262.94,74.99
2024-02,GB,Token pack,TP600,6,378.83,63.13,315.67,20.05
2024-02,IN,Chargeback,P1M,1,-12.99,-1.98,-11.01,25.0
2024-02,IN,Chargeback,P3M,1,-29.97,-4.57,-25.4,25.0
2024-02,IN,New subscription,P12M,34,2443.92,372.75,2071.17,149.78
2024-02,IN,New subscription,P1M,58,753.42,114.88,638.54,57.31
2024-02,IN,New subscription,P3M,17,509.49,77.69,431.8,29.1
2024-02,IN,Reactivation,P3M,2,59.94,9.14,50.8,4.2
2024-02,IN,Refund - subscription,P12M,1,-71.88,-10.96,-60.92,0.0
2024-02,IN,Refund - subscription,P1M,3,-38.97,-5.94,-33.03,0.0
2024-02,IN,Renewal,P12M,2,143.76,21.92,121.84,9.22
2024-02,IN,Renewal,P1M,41,532.59,81.18,451.41,41.61
2024-02,IN,Renewal,P3M,3,89.91,13.71,76.2,6.3
2024-02,IN,Token pack,TP100,3,29.97,4.56,25.41,2.7
2024-02,IN,Token pack,TP1300,1,99.99,15.25,84.74,6.3
2024-02,IN,Token pack,TP275,3,74.97,11.43,63.54,3.97
2024-02,IN,Token pack,TP600,1,49.99,7.63,42.36,3.3
2024-02,IT,Chargeback,P1M,4,-56.68,-10.24,-46.48,100.0
2024-02,IT,New subscription,P12M,30,2326.8,419.62,1907.18,128.16
2024-02,IT,New subscription,P1M,102,1429.63,257.84,1171.83,110.64
2024-02,IT,New subscription,P3M,28,905.49,163.24,742.21,53.07
2024-02,IT,Reactivation,P12M,1,77.56,13.99,63.57,1.16
2024-02,IT,Reactivation,P1M,3,42.06,7.59,34.47,3.36
2024-02,IT,Reactivation,P3M,1,32.34,5.83,26.51,2.13
2024-02,IT,Refund - subscription,P12M,2,-155.12,-27.98,-127.14,0.0
2024-02,IT,Refund - subscription,P1M,2,-28.04,-5.06,-22.98,0.0
2024-02,IT,Refund - subscription,P3M,2,-64.68,-11.66,-53.02,0.0
